Country,Year,GDP ($),GDP/Capita ($),No.Suicides,Population,Suicides_rate/100k pop
Mauritius,2011,11518393367,9817,118,1173352,10.056658189528804
Mauritius,2012,11668685524,9884,115,1180547,9.741247065978737
Mauritius,2013,12129642296,10572,98,1147390,8.541123767855742
Mauritius,2014,12803445934,11120,120,1151424,10.421877605469401
Mauritius,2015,11692287066,10125,104,1154848,9.005514145584527
Mauritius,2016,12232463656,10570,98,992432,9.874731971560772
Mexico,1985,184472557415,2730,1544,67566000,2.2851730160139714
Mexico,1986,129440993789,1873,1714,69123500,2.4796198109181393
Mexico,1987,140263387027,2064,1701,67948100,2.5033812571653953
Mexico,1988,183144164357,2630,1703,69646000,2.4452229848088907
Mexico,1989,222977046516,3125,1865,71359000,2.6135455934079794
Mexico,1990,262709948091,3595,1926,73076900,2.6355797796567724
Mexico,1991,314454015372,4204,2103,74796300,2.8116364044745525
Mexico,1992,363609163462,4830,2237,75285800,2.9713438656426576
Mexico,1993,500736065605,6518,2342,76826800,3.048415396710523
Mexico,1994,527813238126,6735,2588,78374100,3.3021112842125135
Mexico,1995,360073909244,4505,2877,79927100,3.5995300717779077
Mexico,1996,410975595310,4904,3008,83802294,3.5894005479134017
Mexico,1997,500413483109,5864,3350,85340880,3.9254340944222745
Mexico,1998,526502129378,6064,3312,86825678,3.8145397494045485
Mexico,1999,600232874043,6800,3327,88271977,3.7690330647063677
Mexico,2000,707906744575,7892,3456,89694793,3.853066476222315
Mexico,2001,756706300590,8311,3760,91052714,4.129476030774876
Mexico,2002,772106378935,8357,3826,92394316,4.140947371697626
Mexico,2003,729336319677,7779,4070,93758859,4.340923133460914
Mexico,2004,782240601985,8217,4056,95193068,4.260814453422176
Mexico,2005,877476221382,9071,4274,96730008,4.418484075799932
Mexico,2006,975387131716,9906,4230,98468839,4.295775235046693
Mexico,2007,1052696282279,10496,4285,100294297,4.272426377344267
Mexico,2008,1109989038339,10864,4642,102170587,4.5433819422022115
Mexico,2009,900045362045,8651,5023,104044342,4.827749307117537
Mexico,2010,1057801282051,9991,4858,105875861,4.588392438197031
Mexico,2011,1180489563964,10965,5558,107655100,5.1627837417827855
Mexico,2012,1201090018604,10982,5381,109368765,4.920051899644291
Mexico,2013,1274443078609,11478,5711,111036708,5.143344127241236
Mexico,2014,1314385330073,11663,6178,112692589,5.482170615496286
Mexico,2015,1169622672463,10228,6234,114357884,5.451307581032192
Mongolia,2016,11183458131,4145,423,2167589,19.514769635756593
Montenegro,2000,984297589,1701,0,578668,0.0
Montenegro,2001,1159869246,2004,0,578668,0.0
Montenegro,2002,1284685051,2220,0,578668,0.0
Montenegro,2003,1707710053,2946,0,579688,0.0
Montenegro,2004,2073234418,3565,0,581623,0.0
Montenegro,2005,2257174481,3870,118,583232,20.232086030944803
Montenegro,2006,2721904403,4654,0,584885,0.0
Montenegro,2007,3680710375,6268,121,587244,20.604723079333294
Montenegro,2008,4545674528,7705,126,589953,21.35763357419998
Montenegro,2009,4159330370,7023,107,592234,18.067182904054818
Netherlands,1985,142009922306,10428,1638,13618300,12.027933001916539
Netherlands,1986,198298498021,14479,1604,13695500,11.711876163703407
Netherlands,1987,241918791123,17560,1616,13777000,11.729694418233287
Netherlands,1988,258567751143,18661,1523,13855700,10.991866163384023
Netherlands,1989,255039560740,18310,1520,13929300,10.912249718219869
Netherlands,1990,314267667675,22425,1450,14014300,10.346574570260376
Netherlands,1991,323320449906,22906,1611,14114800,11.413551732932808
Netherlands,1992,358330385840,25205,1587,14216900,11.16277106823569
Netherlands,1993,349037818106,24385,1555,14313600,10.863793874357254
Netherlands,1994,374291430318,25997,1584,14397700,11.001757225112344
Netherlands,1995,446528959649,30850,1511,14474000,10.43940859472157
Netherlands,1996,445704575163,30625,1577,14553700,10.835732494142382
Netherlands,1997,412199006099,28156,1572,14639900,10.737778263512729
Netherlands,1998,432476116419,29351,1519,14734600,10.309068451128637
Netherlands,1999,441975282335,29799,1519,14832000,10.241370010787486
Netherlands,2000,412807259996,27644,1501,14933235,10.051405472424428
Netherlands,2001,426573601790,28366,1474,15038337,9.80161569726759
Netherlands,2002,465368906456,30757,1570,15130318,10.376516871621602
Netherlands,2003,571863431151,37614,1502,15203397,9.879371037933167
Netherlands,2004,650532654582,42614,1514,15265861,9.917553946023745
Netherlands,2005,678533764457,44289,1574,15320595,10.273752422800811
Netherlands,2006,726649102998,47281,1525,15368697,9.922767037439803
Netherlands,2007,839419655078,54418,1354,15425404,8.777727960966208
Netherlands,2008,936228211513,60375,1439,15506963,9.279702285998876
Netherlands,2009,857932759100,54988,1530,15602176,9.806324451153479
Netherlands,2010,836389937229,53302,1604,15691409,10.222154046204519
Netherlands,2011,893757287202,56667,1650,15772162,10.461470025479068
Netherlands,2012,828946812397,52334,1756,15839503,11.086206429583049
Netherlands,2013,866680000367,54510,1856,15899508,11.673317186921759
Netherlands,2014,879635084125,55325,1839,15899508,11.566395639412239
Netherlands,2015,757999453314,47206,1873,16057342,11.664446083293237
Netherlands,2016,777227541581,48108,1886,14239554,13.244796852485688
New Zealand,1985,24950895141,8246,338,3025800,11.170599510873156
New Zealand,1986,30604668357,10114,414,3026100,13.680975513036582
New Zealand,1987,40338594862,13238,463,3047100,15.194775360178529
New Zealand,1988,45493075684,14890,484,3055200,15.841843414506416
New Zealand,1989,44170562822,14417,465,3063800,15.17723088974476
New Zealand,1990,45519034244,14734,455,3089400,14.727778856735934
New Zealand,1991,42756020707,13345,474,3203900,14.794469240613003
New Zealand,1992,41636005955,12868,493,3235600,15.236741253554209
New Zealand,1993,46712018141,14271,443,3273200,13.534156177441035
New Zealand,1994,55154160816,16615,512,3319500,15.424009640006025
New Zealand,1995,63918039320,18945,545,3373800,16.153891754105164
New Zealand,1996,70140835299,20434,540,3432500,15.731973780043699
New Zealand,1997,66074513018,19041,562,3470200,16.19503198662901
New Zealand,1998,56227696195,16052,574,3502800,16.38689048760991
New Zealand,1999,58762260626,16556,516,3549300,14.538077930859606
New Zealand,2000,52622842840,14725,458,3573690,12.815884981629631
New Zealand,2001,53872425917,14968,508,3599090,14.11467898829982
New Zealand,2002,66627729311,18208,467,3659190,12.76238730429412
New Zealand,2003,88250885550,23663,519,3729420,13.916373055327638
New Zealand,2004,103904537815,27325,495,3802510,13.01771724466208
New Zealand,2005,114718721397,29803,514,3849280,13.35314656247402
New Zealand,2006,111608845081,28628,527,3898600,13.517673010824398
New Zealand,2007,137316087308,34892,494,3935450,12.552567050781995
New Zealand,2008,133279679483,33585,520,3968450,13.103352694376897
New Zealand,2009,121338622025,30259,512,4009980,12.768143482012379
New Zealand,2010,146583831538,36145,536,4055470,13.21671717458149
New Zealand,2011,168461998741,41184,493,4090460,12.052434200554462
New Zealand,2012,176192886551,42756,549,4120870,13.322429486977265
New Zealand,2013,190785204764,46198,513,4129770,12.421999288095948
Nicaragua,2010,8758622329,1715,351,5107427,6.872344920446245
Nicaragua,2011,9774316692,1888,369,5177921,7.126412318766548
Nicaragua,2012,10532001130,2006,316,5251443,6.017393695409052
Nicaragua,2013,10982972256,2062,351,5326935,6.589154926801247
Nicaragua,2014,11880438824,2199,311,5402424,5.756675151746697
Nicaragua,2015,12611087031,2303,315,5476483,5.751866663331192
Norway,1986,78693253276,20117,579,3911700,14.801748600352788
Norway,1987,94230055659,23980,649,3929500,16.516096195444714
Norway,1988,101900260856,25820,708,3946600,17.939492221152385
Norway,1989,102633789558,25945,660,3955800,16.68436220233581
Norway,1990,119791683308,30240,659,3961300,16.63595284376341
Norway,1991,121872464483,30678,675,3972600,16.99139102854554
Norway,1992,130838040068,32793,616,3989800,15.43937039450599
Norway,1993,120579072751,30066,590,4010500,14.71138262062087
Norway,1994,127131461120,31520,531,4033300,13.165398061141001
Norway,1995,152027402450,37483,548,4055900,13.51118124214108
Norway,1996,163517783497,40098,517,4078000,12.677783227072094
Norway,1997,161354369893,39335,533,4102100,12.993344872138662
Norway,1998,154165219812,37334,548,4129400,13.270693078897661
Norway,1999,162286003693,39013,583,4159745,14.015282186768662
Norway,2000,171315639983,41099,541,4168315,12.978865560784154
Norway,2001,174003247439,41281,549,4215103,13.024592756096352
Norway,2002,195418347153,46049,494,4243689,11.640815337787478
Norway,2003,228752436372,53533,502,4273124,11.747845370272428
Norway,2004,264357494659,61450,529,4301960,12.296720564579866
Norway,2005,308722079938,71215,533,4335092,12.29501011743234
Norway,2006,345424664369,79007,532,4372103,12.168057339911709
Norway,2007,401082621083,90797,485,4417369,10.979386145916267
Norway,2008,462554432624,103431,505,4472089,11.29226184899272
Norway,2009,386622457580,85394,573,4527536,12.655890532952139
Norway,2010,429130952709,93638,548,4582885,11.957533300530125
Norway,2011,498831558926,107430,598,4643300,12.878771563327806
Norway,2012,510229136227,108408,515,4706585,10.9421162052741
Norway,2013,523502127660,109804,554,4767605,11.620090171060733
Norway,2014,499338534779,103443,548,4827178,11.35238849696448
Norway,2015,386663139403,79187,590,4882909,12.082961202021172
Oman,2009,48388296489,18557,13,2607549,0.49855247207243275
Oman,2010,58642392718,21337,13,2748440,0.472995590225728
Oman,2014,81076723017,22328,7,3631098,0.1927791538537379
Panama,1985,6541517100,3443,56,1899700,2.9478338685055534
Panama,1986,6797834200,3504,82,1939900,4.227022011443889
Panama,1987,6827665300,3447,85,1980800,4.291195476575121
Panama,1988,5902783400,2859,87,2064310,4.214483289815968
Panama,1989,5918469800,2802,70,2112479,3.313642407806184
Panama,1996,9870494000,3992,113,2472851,4.569624291960979
Panama,1997,10677286100,4227,145,2526210,5.739823688450287
Panama,1998,11575486400,4488,148,2579433,5.737695067094203
Panama,1999,12130252200,4606,143,2633348,5.430349501850876
Panama,2000,12304115000,4577,143,2688510,5.318931303956466
Panama,2001,12502013400,4558,162,2742982,5.905981154816182
Panama,2002,12994310400,4641,160,2800046,5.7141918382769425
Panama,2003,13693981200,4790,195,2858964,6.820652516086246
Panama,2004,15013381700,5144,186,2918453,6.3732395210750346
Panama,2005,16374393900,5499,172,2977595,5.776473966405773
Panama,2006,18141666300,5972,185,3037959,6.089614770969588
Panama,2007,21295984200,6876,171,3097138,5.521226370926966
Panama,2008,25155888600,7972,186,3155636,5.894215936185289
Panama,2009,27116635600,8436,177,3214513,5.506277311679872
Panama,2010,29440287600,8991,151,3274415,4.611510758410281
Panama,2011,34686224300,10403,144,3334191,4.318888749924644
Panama,2012,40429734400,11908,135,3395244,3.9761501677051783
Panama,2013,45599994000,13189,130,3457387,3.7600650433405343
Panama,2014,49921464400,14181,147,3520213,4.175883675220789
Panama,2015,54315722500,15158,110,3583382,3.069725750701432
Paraguay,1985,2966234106,964,63,3077314,2.0472398981709374
Paraguay,1986,3439716562,1086,56,3167535,1.7679362658976143
Paraguay,1987,3778316380,1158,62,3261975,1.900688999762414
Paraguay,1989,4599970618,1330,67,3459176,1.9368774528962966
Paraguay,1990,5695201563,1600,99,3560229,2.780720004246918
Paraguay,1991,6984367763,1907,75,3662812,2.047607138995941
Paraguay,1994,7870982171,1981,108,3972517,2.7186793662557016
Paraguay,1995,9062131308,2223,118,4076758,2.894456820836557
Paraguay,1996,9788391733,2341,99,4181422,2.3676156101919394
Paraguay,1997,9965225497,2326,126,4284973,2.9405086099725715
Paraguay,1998,9024567484,2057,138,4388094,3.144873377826455
Paraguay,1999,8392549702,1868,161,4492220,3.583974070726723
Paraguay,2000,8195993231,1782,154,4598158,3.349167210000178
Paraguay,2001,7662595076,1630,152,4701314,3.233138650173122
Paraguay,2002,6325151760,1315,177,4809921,3.6798941188431162
Paraguay,2003,6588103836,1339,174,4920489,3.5362338987039705
Paraguay,2004,8033877360,1598,234,5027301,4.654585034793023
Paraguay,2005,8734653809,1704,239,5126457,4.6620892362893125
Paraguay,2006,10646157920,2038,251,5223460,4.805244033648195
Paraguay,2007,13794910634,2599,227,5307169,4.277233304611178
Paraguay,2008,18504130753,3438,222,5382169,4.1247311260571715
Paraguay,2009,15929902138,2920,283,5456220,5.186741003845152
Paraguay,2010,20030528043,3619,223,5534703,4.029123152588314
Paraguay,2011,25099681461,4474,298,5610499,5.311470512694147
Paraguay,2012,24595319574,4319,275,5695283,4.828557246409002
Paraguay,2013,28965906502,5006,323,5786207,5.582240663011192
Paraguay,2014,30881166852,5254,379,5877594,6.448216736304005
Philippines,1992,52976344929,958,347,55304684,0.6274332929919643
Philippines,1993,54368083953,957,846,56781569,1.4899200830466661
Philippines,1997,82344260571,1312,814,62772694,1.296742179011785
Philippines,1998,72207028767,1124,883,64252614,1.3742631544920492
Philippines,1999,82995145792,1262,1043,65740201,1.5865482370520896
Philippines,2000,81026300311,1205,1403,67243482,2.086447575692169
Philippines,2001,76262072468,1109,1204,68738092,1.751576112994233
Philippines,2002,81357605642,1158,1301,70256443,1.8517874581267941
Philippines,2003,83908206648,1169,1544,71781489,2.150972376736292
Philippines,2006,122210716310,1599,1788,76435755,2.3392193875758798
Philippines,2007,149359918060,1915,1698,78008654,2.176681576892738
Philippines,2008,174195136253,2188,1820,79595888,2.2865502800848203
Philippines,2009,168334601260,2073,2074,81193855,2.5543805008396263
Philippines,2010,199590775189,2412,2116,82760992,2.55676007363469
Philippines,2011,224143083707,2662,2449,84201767,2.9084900320441016
Poland,1990,65977749037,1876,4970,35164800,14.133451633451633
Poland,1991,85500935935,2416,5316,35396300,15.01851888474219
Poland,1992,94337050693,2650,5713,35605400,16.045318968471076
Poland,1993,96045645026,2683,5624,35792600,15.71274509256103
Poland,1994,110803391517,3081,5519,35960000,15.347608453837596
Poland,1995,142137319588,3937,5499,36104900,15.230619666582653
Poland,1996,159942880457,4413,5446,36243300,15.026225536857845
Poland,1999,169717677901,4640,5779,36575200,15.800323716616726
Poland,2000,171885598583,4744,5841,36233344,16.12051043370438
Poland,2001,190521263343,5249,5855,36295390,16.131525243288472
Poland,2002,198680637255,5466,5925,36347498,16.300984458407566
Poland,2003,217513049292,5983,5836,36353775,16.05335346879382
Poland,2004,255102252843,7014,6072,36371596,16.694345774653385
Poland,2005,306125173853,8417,6045,36371365,16.620217580505983
Poland,2006,344748646558,9485,5805,36348232,15.970515429746348
Poland,2007,429063549984,11816,5284,36310843,14.552127032688281
Poland,2008,533815789474,14721,5682,36262711,15.6689884548345
Poland,2009,439796160379,12141,6477,36223402,17.88070595909241
Poland,2010,479321460551,13304,6357,36027791,17.64471210571861
Poland,2011,528832185770,14686,6113,36008237,16.976671198870413
Poland,2012,500360816828,13894,6368,36013446,17.68228455560737
Poland,2013,524234322597,14552,6218,36023694,17.260861698414384
Poland,2014,545179584720,15119,5934,36059630,16.4560756724348
Poland,2015,477355617456,13228,5420,36086575,15.01943589825302
Portugal,1985,27118476174,2912,983,9313930,10.554084044007203
Portugal,1986,38749715722,4145,941,9349248,10.064980627318903
Portugal,1987,48187667853,5138,960,9378989,10.235644801374647
Portugal,1988,56352797354,5995,819,9400481,8.712320146171244
Portugal,1989,60600056659,6436,747,9415270,7.933920110628797
Portugal,1990,78721607509,8356,870,9420814,9.234870787174016
Portugal,1991,89242382961,9483,942,9410507,10.010087660526686
Portugal,1992,107602689041,11445,866,9401557,9.21124022329493
Portugal,1993,95019103603,10098,780,9410082,8.28898196636331
Portugal,1994,99698453261,10566,762,9436009,8.07544799925477
Portugal,1995,118133634072,12469,809,9473844,8.53930041491078
Portugal,1996,122629812841,12887,653,9515960,6.862155788801129
Portugal,1997,117046198971,12237,628,9564579,6.565892759106282
Portugal,1998,123981736420,12892,556,9617110,5.781362592296438
Portugal,1999,127465545493,13180,545,9671357,5.6351967981328785
Portugal,2000,118358489958,12152,524,9740085,5.379829847480797
Portugal,2001,121545880984,12391,761,9809536,7.757757349583099
Portugal,2002,134228697534,13614,1210,9859832,12.272014371035937
Portugal,2003,164964195260,16671,1156,9895009,11.682657388184285
Portugal,2007,240169336162,24003,1020,10005713,10.194176067212801
Portugal,2008,262007590450,26121,1038,10030640,10.348292830766532
Portugal,2009,243745748819,24254,1025,10049918,10.199088191565345
Portugal,2010,238303443425,23673,1099,10066628,10.917260476894548
Portugal,2011,244895101712,24337,1017,10062815,10.106515920246968
Portugal,2012,216368178659,21573,1076,10029396,10.7284626113078
Portugal,2013,226073492966,22641,1052,9985074,10.535725624066481
Portugal,2014,229629822122,23091,1222,9944433,12.288282298246667
Puerto Rico,1985,20289200000,6582,269,3082500,8.72668288726683
Puerto Rico,1986,22009300000,7002,310,3143200,9.862560447951132
Puerto Rico,1987,24025800000,7533,272,3189400,8.528249827553772
Puerto Rico,1988,26385800000,8155,314,3235600,9.704537025590307
Puerto Rico,1989,28161200000,8576,327,3283800,9.957975516170292
Puerto Rico,1990,30603919000,9552,371,3204000,11.579275905118601
Puerto Rico,1991,32287031000,9974,355,3237200,10.966267144445817
Puerto Rico,1992,34630430000,10533,314,3287900,9.55016880075428
Puerto Rico,1993,36922456000,11146,345,3312472,10.415182377390662
Puerto Rico,1994,39690630000,11871,355,3343624,10.617222510665075
Puerto Rico,1995,42647331000,12636,289,3375154,8.562572255962246
Puerto Rico,1996,45340835000,13328,331,3401823,9.730077079260148
Puerto Rico,1997,48187039000,14037,273,3432757,7.952791298655861
Puerto Rico,1998,54086400000,15610,321,3464834,9.26451310510114
Puerto Rico,1999,57841000000,16560,289,3492721,8.274351143420846
Puerto Rico,2000,61701800000,17569,305,3511947,8.68464131150043
Puerto Rico,2001,69208400000,19649,289,3522212,8.205071131436721
Puerto Rico,2002,71623500000,20325,239,3523951,6.782160137867978
Puerto Rico,2003,74827400000,21264,262,3519026,7.445241950471522
Puerto Rico,2004,80322313000,22874,279,3511462,7.945408493670159
Puerto Rico,2005,83914521300,23944,289,3504599,8.246307209469613
Puerto Rico,2006,87276164400,24943,265,3499036,7.5735145337172876
Puerto Rico,2007,89524131600,25625,271,3493631,7.756972616741723
Puerto Rico,2008,93639316000,26840,300,3488811,8.598918084126655
Puerto Rico,2009,96385638000,27661,330,3484474,9.470582934468732
Puerto Rico,2010,98381268000,28267,286,3480379,8.217495853181507
Puerto Rico,2011,100351670000,28876,258,3475298,7.4238237987073346
Puerto Rico,2012,101564800000,29247,248,3472672,7.141474921904517
Puerto Rico,2013,102450000000,29510,241,3471665,6.941914038364876
Puerto Rico,2014,102445800000,29515,220,3470956,6.338311404696573
Puerto Rico,2015,103143500000,29728,226,3469521,6.513867476230869
Qatar,1995,8137911978,17559,0,463449,0.0
Qatar,2001,17538461538,32510,23,539483,4.263341013525912
Qatar,2004,31734065934,45517,21,697191,3.0120870751343607
Qatar,2005,44530494505,55899,17,796618,2.134021576213442
Qatar,2006,60882142857,64762,29,940090,3.0848110287312918
Qatar,2007,79712087912,71460,41,1115479,3.67555104130154
Qatar,2008,115270054945,87961,33,1310465,2.5181901080914026
Qatar,2009,97798351648,64911,44,1506649,2.920388225791143
Qatar,2010,125122306346,74055,47,1689592,2.7817366559500756
Qatar,2011,167775274725,90490,50,1854081,2.696753809569269
Qatar,2012,186833516484,93270,43,2003149,2.146620146579211
Qatar,2013,198727747253,93066,37,2135349,1.7327378334876407
Qatar,2014,206224725275,91587,55,2251682,2.4426184514509597
Qatar,2015,164641483516,69937,66,2354147,2.8035632439265687
Qatar,2016,152451923077,62484,68,2213121,3.0725839210779706
Republic of Korea,1985,100273097170,2731,3689,36716700,10.047199230867697
Republic of Korea,1986,115537126326,3078,3458,37540400,9.211409574751467
Republic of Korea,1987,146133338196,3834,3301,38114900,8.660655019428098
Republic of Korea,1988,196964195387,5089,2949,38700500,7.620056588416171
Republic of Korea,1989,243526047717,6217,3023,39171500,7.717345519063605
Republic of Korea,1990,279349355714,7056,3159,39589500,7.979388474216647
Republic of Korea,1991,325734233313,8145,3069,39993700,7.673708609105934
Republic of Korea,1992,350051111253,8671,3533,40371200,8.75128804692454
Republic of Korea,1993,386302839274,9479,4124,40754800,10.119053461187393
Republic of Korea,1994,455602962225,11073,4212,41145300,10.236892184526544
Republic of Korea,1995,556130926913,13217,4841,42076400,11.505261857002976
Republic of Korea,1996,598099073901,14071,5857,42507100,13.778874588010002
Republic of Korea,1997,557503074772,12978,6024,42956100,14.023619462660717
Republic of Korea,1998,374241351752,8624,8569,43395700,19.746196051682542
Republic of Korea,1999,485248229337,11074,7075,43817300,16.14659050192504
Republic of Korea,2000,561633125840,12686,6444,44271743,14.555559739312725
Republic of Korea,2001,533052076314,11922,6911,44710865,15.457093035440042
Republic of Korea,2002,609020054512,13501,8611,45110041,19.088876465441473
Republic of Korea,2003,680520724062,14971,10898,45455888,23.974891877593503
Republic of Korea,2004,764880644711,16708,11492,45779970,25.102681369166472
Republic of Korea,2005,898137194716,19460,12011,46151884,26.02493974027149
Republic of Korea,2006,1011797457139,21753,10653,46513964,22.902799683983073
Republic of Korea,2007,1122679154632,23982,12174,46814207,26.004926239592184
Republic of Korea,2008,1002219052968,21278,12858,47101747,27.29835052614927
Republic of Korea,2009,901934953365,19036,15402,47380017,32.50737541947273
Republic of Korea,2010,1094499338703,22994,15558,47598615,32.68582499721893
Republic of Korea,2011,1202463682634,25157,15906,47798017,33.277531157830246
Republic of Korea,2012,1222807284485,25464,14159,48020985,29.48502618178282
Republic of Korea,2013,1305604981272,27060,14426,48248224,29.899546147025017
Republic of Korea,2014,1411333926201,29120,13834,48465917,28.543770254052966
Republic of Korea,2015,1382764027114,28410,13510,48671752,27.757373517189187
Romania,1989,42105263158,1973,2529,21344500,11.848485558340556
Romania,1990,38995454545,1822,2079,21401900,9.714090805021984
Romania,1991,28998684211,1351,2161,21458000,10.070836051822164
Romania,1992,25121666667,1183,2650,21227100,12.484041626034646
Romania,1993,26362894737,1237,2774,21307600,13.018828962435938
Romania,1994,30074440483,1406,2887,21386000,13.499485644814365
Romania,1995,37662075750,1756,2793,21451300,13.020189918559714
Romania,1996,37182938696,1738,2828,21397300,13.216620788604171
Romania,1997,35838588170,1677,2859,21369000,13.379194159764143
Romania,1998,41976002704,1967,2838,21338400,13.29996625801372
Romania,1999,36183003978,1698,2736,21310800,12.83856072977082
Romania,2000,37438527800,1758,2836,21290400,13.320557622214707
Romania,2001,40716836998,1914,2720,21272887,12.786228780324926
Romania,2002,46174557556,2231,3067,20700580,14.816009986193622
Romania,2003,59867801205,2898,2894,20656841,14.009886603668004
Romania,2004,76216441462,3698,2720,20610767,13.196985827844252
Romania,2005,99697566668,4847,2603,20569960,12.654375604036177
Romania,2006,123533036668,6018,2721,20526561,13.255995487992362
Romania,2007,175933642292,8593,2430,20475026,11.868116797507364
Romania,2008,213605065703,10454,2472,20433803,12.09760121500633
Romania,2009,172611845342,8465,2586,20390882,12.682139007032655
Romania,2010,166658327827,8190,2766,20348649,13.593040009683197
Romania,2011,184367381749,9086,2536,20291701,12.497720127060811
Romania,2012,171664638717,9015,2495,19041594,13.10289464211872
Romania,2013,191549024911,10080,2407,19003345,12.666191136349942
Romania,2014,199493490983,10526,2209,18952235,11.655617398159109
Romania,2015,177911101680,9431,2228,18863927,11.810902364072973
Romania,2016,187805922349,10020,1953,16644905,11.733320196180152
Russian Federation,1989,506500173960,3740,37921,135443800,27.997590144399375
Russian Federation,1990,516814274022,3789,39028,136398200,28.61328082042138
Russian Federation,1991,517962962963,3773,39281,137283000,28.613156763765357
Russian Federation,1992,460290556901,3333,45923,138118900,33.24888918171228
Russian Federation,1993,435083713851,3160,55846,137692800,40.558402472750934
Russian Federation,1994,395077301248,2853,61420,138476200,44.35419227275156
Russian Federation,1995,395531066563,2844,60548,139087100,43.53243399280019
Russian Federation,1996,391719993757,2813,57511,139272600,41.29383669149567
Russian Federation,1997,404926534140,2907,54746,139283200,39.305530028029224
Russian Federation,1998,270953116950,1948,51518,139122100,37.030780875216806
Russian Federation,1999,195905767669,1412,56974,138717800,41.071873977240124
Russian Federation,2000,259708496267,1879,56619,138205695,40.967197480537976
Russian Federation,2001,306602673980,2229,56958,137521509,41.41752109482743
Russian Federation,2002,345110438692,2527,55024,136590900,40.283796358322554
Russian Federation,2003,430347770732,3141,51445,137019868,37.54564994910081
Russian Federation,2004,591016690743,4312,49096,137071699,35.81775111724558
Russian Federation,2005,764017107992,5611,45802,136162191,33.6378253490354
Russian Federation,2006,989930542279,7313,42614,135357462,31.482564293352365
Russian Federation,2007,1299705247686,9643,41149,134778964,30.530728816108127
Russian Federation,2008,1660844408500,12359,38211,134385949,28.43377621271998
Russian Federation,2009,1222643696992,9118,37408,134085433,27.898630867679714
Russian Federation,2010,1524916112079,11307,33356,134865987,24.732700024654843
Russian Federation,2011,2051661732060,15226,31038,134745874,23.034471541592435
Russian Federation,2012,2210256976945,16413,29643,134668522,22.011825450939458
Russian Federation,2013,2297128039058,17052,28690,134713962,21.296975884355625
Russian Federation,2014,2063662665172,15319,26541,134713962,19.701744055304378
Russian Federation,2015,1368400705491,9987,25432,137018943,18.560937227489777
Saint Kitts and Nevis,1990,208740444,5339,0,39100,0.0
Saint Kitts and Nevis,1991,209880963,5368,0,39100,0.0
Saint Kitts and Nevis,1992,229434519,5868,0,39100,0.0
Saint Lucia,1986,289689704,2634,5,110000,4.545454545454545
Saint Lucia,1987,319998987,2875,11,111300,9.883198562443846
Saint Lucia,1988,366541091,3244,10,113000,8.849557522123893
Saint Lucia,1989,415518112,3505,8,118566,6.747296864193783
Saint Lucia,1990,483962431,4015,3,120537,2.4888623410239177
Saint Lucia,1991,513753818,4194,6,122496,4.898119122257053
Saint Lucia,1992,566894749,4564,11,124223,8.855042946958292
Saint Lucia,1993,574870405,4568,8,125846,6.356975986523211
Saint Lucia,1994,600005564,4704,6,127557,4.703779486817658
Saint Lucia,1995,640449501,4947,10,129466,7.72403565414858
Saint Lucia,1996,662196185,5031,7,131621,5.318300271233314
Saint Lucia,1997,676949594,5053,9,133967,6.718072361103854
Saint Lucia,1998,737554872,5407,8,136400,5.865102639296188
Saint Lucia,1999,775934813,5590,8,138813,5.763148984605188
Saint Lucia,2000,784159229,5557,14,141100,9.922041105598867
Saint Lucia,2001,743808076,5195,7,143166,4.889429054384421
Saint Lucia,2002,748346606,5155,12,145168,8.266284580623829
Saint Lucia,2003,823837141,5599,10,147127,6.796848980812495
Saint Lucia,2004,893107211,5989,8,149121,5.364770890753147
Saint Lucia,2005,951207366,6292,4,151169,2.646045154760566
Saint Lucia,2006,1134193630,7391,2,153460,1.3032712107389548
Saint Lucia,2008,1282215407,8122,0,157876,0.0
Saint Lucia,2009,1262973407,7902,13,159820,8.134150919784757
Saint Lucia,2010,1381968259,8557,4,161503,2.476734178312477
Saint Lucia,2011,1437684815,8826,8,162892,4.911229526311913
Saint Lucia,2012,1436803333,8764,10,163940,6.09979260705136
Saint Lucia,2013,1489928889,9041,14,164790,8.495661144486922
Saint Lucia,2014,1551921037,9372,14,165596,8.45431049059156
Saint Vincent and Grenadines,1985,145641704,1622,2,89800,2.2271714922048997
Saint Vincent and Grenadines,1986,160846667,1771,0,90800,0.0
Saint Vincent and Grenadines,1987,175580630,1908,0,92036,0.0
Saint Vincent and Grenadines,1990,240365259,2553,5,94141,5.3111821629258245
Saint Vincent and Grenadines,1995,316008481,3293,7,95974,7.2936420280492635
Saint Vincent and Grenadines,1996,331489704,3450,8,96095,8.325094958114367
Saint Vincent and Grenadines,1997,347770000,3613,3,96255,3.116721209287829
Saint Vincent and Grenadines,1998,373619852,3874,10,96449,10.368173853539176
Saint Vincent and Grenadines,1999,390719148,4041,6,96685,6.205719604902519
Saint Vincent and Grenadines,2000,396270000,4087,5,96956,5.156978423202277
Saint Vincent and Grenadines,2001,430040370,4418,8,97341,8.218530732168356
Saint Vincent and Grenadines,2002,461883444,4723,7,97799,7.157537398132905
Saint Vincent and Grenadines,2003,481806296,4902,4,98292,4.069507182680177
Saint Vincent and Grenadines,2004,521975111,5286,4,98740,4.051043143609479
Saint Vincent and Grenadines,2005,550728667,5556,8,99118,8.07118787707581
